2017-03-24 19:34
Processing data/p43_0.4_2_30_q10.model
Processing data/p43_0.4_2_40_q10.model
Processing data/p43_0.5_2_20_q10.model
Processing data/p43_0.5_2_30_q10.model
Processing data/p43_0.5_2_40_q10.model
Processing data/p44_0.1_2_20_q10.model
Processing data/p44_0.1_2_30_q10.model
Processing data/p44_0.1_2_40_q10.model
Processing data/p44_0.2_2_20_q10.model
Processing data/p44_0.2_2_30_q10.model
Processing data/p44_0.2_2_40_q10.model
Processing data/p44_0.3_2_20_q10.model
Processing data/p44_0.3_2_30_q10.model
Processing data/p44_0.3_2_40_q10.model
Processing data/p44_0.4_2_20_q10.model
Processing data/p44_0.4_2_30_q10.model
Processing data/p44_0.4_2_40_q10.model
Processing data/p44_0.5_2_20_q10.model
Processing data/p44_0.5_2_30_q10.model
Processing data/p44_0.5_2_40_q10.model
Processing data/p45_0.1_2_20_q10.model
Processing data/p45_0.1_2_30_q10.model
Processing data/p45_0.1_2_40_q10.model
Processing data/p45_0.2_2_20_q10.model
Processing data/p45_0.2_2_30_q10.model
Processing data/p45_0.2_2_40_q10.model
Processing data/p45_0.3_2_20_q10.model
Processing data/p45_0.3_2_30_q10.model
Processing data/p45_0.3_2_40_q10.model
Processing data/p45_0.4_2_20_q10.model
Processing data/p45_0.4_2_30_q10.model
Processing data/p45_0.4_2_40_q10.model
Processing data/p45_0.5_2_20_q10.model
Processing data/p45_0.5_2_30_q10.model
Processing data/p45_0.5_2_40_q10.model
Processing data/p46_0.1_2_20_q10.model
Processing data/p46_0.1_2_30_q10.model
Processing data/p46_0.1_2_40_q10.model
Processing data/p46_0.2_2_20_q10.model
Processing data/p46_0.2_2_30_q10.model
Processing data/p46_0.2_2_40_q10.model
Processing data/p46_0.3_2_20_q10.model
Processing data/p46_0.3_2_30_q10.model
Processing data/p46_0.3_2_40_q10.model
Processing data/p46_0.4_2_20_q10.model
Processing data/p46_0.4_2_30_q10.model
Processing data/p46_0.4_2_40_q10.model
Processing data/p46_0.5_2_20_q10.model
Processing data/p46_0.5_2_30_q10.model
Processing data/p46_0.5_2_40_q10.model
Processing data/p47_0.1_2_20_q10.model
Processing data/p47_0.1_2_30_q10.model
Processing data/p47_0.1_2_40_q10.model
Processing data/p47_0.2_2_20_q10.model
Processing data/p47_0.2_2_30_q10.model
Processing data/p47_0.2_2_40_q10.model
Processing data/p47_0.3_2_20_q10.model
Processing data/p47_0.3_2_30_q10.model
Processing data/p47_0.3_2_40_q10.model
Processing data/p47_0.4_2_20_q10.model
Processing data/p47_0.4_2_30_q10.model
Processing data/p47_0.4_2_40_q10.model
Processing data/p47_0.5_2_20_q10.model
Processing data/p47_0.5_2_30_q10.model
Processing data/p47_0.5_2_40_q10.model
Processing data/p48_0.1_2_20_q10.model
Processing data/p48_0.1_2_30_q10.model
Processing data/p48_0.1_2_40_q10.model
Processing data/p48_0.2_2_20_q10.model
Processing data/p48_0.2_2_30_q10.model
Processing data/p48_0.2_2_40_q10.model
Processing data/p48_0.3_2_20_q10.model
Processing data/p48_0.3_2_30_q10.model
Processing data/p48_0.3_2_40_q10.model
Processing data/p48_0.4_2_20_q10.model
Processing data/p48_0.4_2_30_q10.model
Processing data/p48_0.4_2_40_q10.model
Processing data/p48_0.5_2_20_q10.model
Processing data/p48_0.5_2_30_q10.model
Processing data/p48_0.5_2_40_q10.model
Processing data/p49_0.1_2_20_q10.model
Processing data/p49_0.1_2_30_q10.model
Processing data/p49_0.1_2_40_q10.model
Processing data/p49_0.2_2_20_q10.model
Processing data/p49_0.2_2_30_q10.model
2017-03-24 19:39
PROCESSING FINISHED
